T,H0+H12+H13+H20
S821104,H0+H12
S821105,H12
S821106,H12
S821107,H0+H12
S821108,H0+H12
S821109,H12
S822104,H0+H12
S822105,H0+H12
S822106,H0+H12
S822107,H12
S822108,H0+H12
S822109,H0+H12
S823106,H0+H12
S823107,H0+H12
S823108,H0+H12
S823109,H0+H12
S824108,H0+H12
S824109,H0+H12
S825107,H0+H12
S825108,H0+H12
S825109,H12
S826107,H0+H12
S826108,H12
S826109,H12
S827106,H0+H12
S827107,H0+H12
S827108,H12
S827109,H12
S828106,H0+H12
S828107,H0+H12
S828108,H0+H12
S828109,H12
S829108,H0+H12
S829109,H12
S8211,H12
S8310,H0+H12
S830108,H0+H12
S830109,H12
S831108,H0+H12
S831109,H12
S832108,H0+H12
S832109,H0+H12
S833109,H0+H12
S834109,H0+H12
S835109,H0+H12
S837100,H0+H12
S837101,H0+H12
S838100,H12
S838101,H0+H12
S838102,H0+H12
S839100,H12
S839101,H12
S839102,H0+H12
S839103,H0+H12
S8311,H0+H12
S830110,H12
S830111,H12
S830112,H12
S830113,H12
S830114,H12
S830115,H12
S830116,H12
S830117,H12
S830118,H12
S830119,H12
S831110,H12
S831111,H12
S831112,H12
S831113,H12
S831114,H12
S831115,H12
S831116,H12
S831117,H12
S831118,H12
S831119,H12
S832110,H12
S832111,H12
S832112,H12
S832113,H12
S832114,H12
S832115,H12
S832116,H12
S832117,H12
S832118,H12
S832119,H12
S833110,H12
S833111,H12
S833112,H12
S833113,H12
S833114,H12
S833115,H12
S833116,H12
S833117,H12
S833118,H12
S833119,H12
S834110,H0+H12
S834111,H12
S834112,H12
S834113,H12
S834114,H12
S834115,H12
S834116,H12
S834117,H12
S834118,H12
S834119,H12
S835110,H0+H12
S835111,H12
S835112,H12
S835113,H12
S835114,H12
S835115,H12
S835116,H12
S835117,H12
S835118,H12
S835119,H12
S836110,H0+H12
S836111,H0+H12
S836112,H12
S836113,H12
S836114,H12
S836115,H12
S836116,H12
S836117,H12
S836118,H12
S836119,H12
S837111,H0+H12
S837112,H0+H12
S837113,H12
S837114,H12
S837115,H12
S837116,H12
S837117,H12
S837118,H12
S837119,H12
S838112,H0+H12
S838113,H0+H12
S838114,H12
S838115,H12
S838116,H12
S838117,H12
S838118,H12
S838119,H12
S839113,H0+H12
S839114,H0+H12
S839115,H0+H12
S839116,H12
S839117,H12
S839118,H12
S839119,H12
S81G,H12
S81H,H12
S81I,H12
S81J,H12
S81K,H0+H12
S8410,H0+H12
S840100,H12
S840101,H12
S840102,H12
S840103,H0+H12
S840104,H0+H12
S841100,H12
S841101,H12
S841102,H12
S841103,H12
S841104,H0+H12
S841105,H0+H12
S842100,H12
S842101,H12
S842102,H12
S842103,H12
S842104,H12
S842105,H0+H12
S842106,H0+H12
S843100,H12
S843101,H12
S843102,H12
S843103,H12
S843104,H12
S843105,H12
S843106,H0+H12
S843107,H0+H12
S844100,H12
S844101,H12
S844102,H12
S844103,H12
S844104,H12
S844105,H12
S844106,H12
S844107,H0+H12
S844108,H0+H12
S845100,H12
S845101,H12
S845102,H12
S845103,H12
S845104,H12
S845105,H12
S845106,H12
S845107,H12
S845108,H0+H12
S845109,H0+H12
S846100,H12
S846101,H12
S846102,H12
S846103,H12
S846104,H12
S846105,H12
S846106,H12
S846107,H12
S846108,H12
S846109,H0+H12
S847100,H12
S847101,H12
S847102,H12
S847103,H12
S847104,H12
S847105,H12
S847106,H12
S847107,H12
S847108,H12
S847109,H12
S848100,H12
S848101,H12
S848102,H12
S848103,H12
S848104,H12
S848105,H12
S848106,H12
S848107,H12
S848108,H12
S848109,H12
S849100,H12
S849101,H12
S849102,H12
S849103,H12
S849104,H12
S849105,H12
S849106,H12
S849107,H12
S849108,H12
S849109,H12
S8411,H0+H12
S840115,H0+H12
S840116,H0+H12
S840117,H12
S840118,H12
S840119,H12
S841116,H0+H12
S841117,H12
S841118,H12
S841119,H12
S842116,H0+H12
S842117,H0+H12
S842118,H12
S842119,H12
S843117,H0+H12
S843118,H0+H12
S843119,H0+H12
S844119,H0+H12
S846110,H0+H12
S847110,H0+H12
S848110,H0+H12
S848111,H0+H12
S849110,H12
S849111,H0+H12
S849112,H0+H12
S8510,H12
S8511,H0+H12
S850110,H12
S850111,H12
S850112,H0+H12
S850119,H0+H12
S851110,H12
S851111,H12
S851112,H0+H12
S851113,H0+H12
S851114,H0+H12
S851115,H0+H12
S851116,H0+H12
S851117,H0+H12
S851118,H0+H12
S851119,H0+H12
S852110,H12
S852111,H12
S852112,H12
S852113,H12
S852114,H12
S852115,H12
S852116,H12
S852117,H12
S852118,H12
S852119,H12
S853110,H12
S853111,H12
S853112,H12
S853113,H12
S853114,H12
S853115,H12
S853116,H12
S853117,H12
S853118,H12
S853119,H12
S854110,H12
S854111,H12
S854112,H12
S854113,H12
S854114,H12
S854115,H12
S854116,H12
S854117,H12
S854118,H12
S854119,H12
S855110,H12
S855111,H12
S855112,H12
S855113,H12
S855114,H12
S855115,H12
S855116,H12
S855117,H12
S855118,H12
S855119,H12
S856110,H12
S856111,H12
S856112,H12
S856113,H12
S856114,H12
S856115,H12
S856116,H12
S856117,H12
S856118,H12
S856119,H12
S857110,H12
S857111,H12
S857112,H12
S857113,H12
S857114,H12
S857115,H12
S857116,H12
S857117,H12
S857118,H12
S857119,H12
S858110,H12
S858111,H12
S858112,H12
S858113,H12
S858114,H12
S858115,H12
S858116,H12
S858117,H12
S858118,H12
S858119,H12
S859110,H12
S859111,H12
S859112,H12
S859113,H12
S859114,H12
S859115,H12
S859116,H12
S859117,H12
S859118,H12
S859119,H12
S81L,H0+H12
S8412,H0+H12
S840120,H12
S840121,H12
S840122,H12
S840123,H12
S840124,H12
S840125,H12
S840126,H12
S840127,H12
S840128,H12
S840129,H12
S841120,H12
S841121,H12
S841122,H12
S841123,H12
S841124,H12
S841125,H12
S841126,H12
S841127,H12
S841128,H12
S841129,H12
S842120,H12
S842121,H12
S842122,H12
S842123,H12
S842124,H12
S842125,H12
S842126,H12
S842127,H12
S842128,H12
S842129,H12
S843120,H12
S843121,H12
S843122,H12
S843123,H12
S843124,H0+H12
S843125,H0+H12
S843126,H0+H12
S843127,H0+H12
S843128,H12
S843129,H12
S844120,H0+H12
S844121,H12
S844122,H12
S844123,H12
S844124,H0+H12
S844127,H0+H12
S844128,H0+H12
S844129,H12
S845120,H0+H12
S845121,H0+H12
S845122,H0+H12
S845123,H0+H12
S845124,H0+H12
S845128,H0+H12
S845129,H0+H12
S847124,H0+H12
S847125,H0+H12
S847126,H0+H12
S847127,H0+H12
S847128,H0+H12
S847129,H0+H12
S848123,H0+H12
S848124,H0+H12
S848125,H12
S848126,H12
S848127,H12
S848128,H12
S848129,H12
S849122,H0+H12
S849123,H0+H12
S849124,H12
S849125,H12
S849126,H12
S849127,H12
S849128,H12
S849129,H12
S8413,H0+H12
S840130,H12
S840131,H12
S840132,H12
S840133,H12
S840134,H12
S840135,H12
S840136,H12
S840137,H12
S840138,H12
S840139,H12
S841130,H12
S841131,H12
S841132,H12
S841133,H12
S841134,H12
S841135,H12
S841136,H12
S841137,H12
S841138,H12
S841139,H12
S842130,H12
S842131,H12
S842132,H12
S842133,H12
S842134,H12
S842135,H12
S842136,H12
S842137,H12
S842138,H12
S842139,H12
S843130,H12
S843131,H12
S843132,H12
S843133,H12
S843134,H12
S843135,H12
S843136,H12
S843137,H12
S843138,H12
S843139,H12
S844130,H12
S844131,H0+H12
S844132,H0+H12
S844133,H12
S844134,H12
S844135,H12
S844136,H12
S844137,H12
S844138,H12
S844139,H12
S845130,H0+H12
S845131,H0+H12
S845132,H0+H12
S845133,H0+H12
S845134,H12
S845135,H12
S845136,H12
S845137,H12
S845138,H12
S845139,H12
S846130,H0+H12
S846131,H0+H12
S846132,H0+H12
S846133,H0+H12
S846134,H0+H12
S846135,H12
S846136,H12
S846137,H12
S846138,H12
S846139,H12
S847130,H0+H12
S847131,H12
S847132,H12
S847133,H0+H12
S847134,H0+H12
S847135,H12
S847136,H12
S847137,H12
S847138,H12
S847139,H12
S848130,H12
S848131,H12
S848132,H12
S848133,H0+H12
S848134,H0+H12
S848135,H12
S848136,H12
S848137,H12
S848138,H12
S848139,H12
S849130,H12
S849131,H12
S849132,H12
S849133,H0+H12
S849134,H0+H12
S849135,H12
S849136,H12
S849137,H12
S849138,H12
S849139,H12
S8512,H0+H12
S850120,H0+H12
S850121,H0+H12
S850122,H0+H12
S850123,H12
S850124,H12
S850125,H12
S850126,H12
S850127,H12
S850128,H12
S850129,H12
S851120,H12
S851121,H12
S851122,H12
S851123,H12
S851124,H12
S851125,H12
S851126,H12
S851127,H12
S851128,H12
S851129,H12
S852120,H12
S852121,H12
S852122,H12
S852123,H12
S852124,H12
S852125,H12
S852126,H12
S852127,H12
S852128,H12
S852129,H12
S853120,H12
S853121,H12
S853122,H12
S853123,H12
S853124,H12
S853125,H12
S853126,H12
S853127,H12
S853128,H12
S853129,H12
S854120,H12
S854121,H12
S854122,H12
S854123,H12
S854124,H12
S854125,H12
S854126,H12
S854127,H12
S854128,H12
S854129,H12
S855120,H12
S855121,H12
S855122,H12
S855123,H12
S855124,H12
S855125,H12
S855126,H12
S855127,H12
S855128,H12
S855129,H12
S856120,H12
S856121,H12
S856122,H12
S856123,H12
S856124,H12
S856125,H12
S856126,H12
S856127,H12
S856128,H12
S856129,H12
S857120,H12
S857121,H12
S857122,H12
S857123,H12
S857124,H12
S857125,H12
S857126,H12
S857127,H12
S857128,H12
S857129,H12
S858120,H12
S858121,H12
S858122,H12
S858123,H12
S858124,H12
S858125,H12
S858126,H12
S858127,H12
S858128,H12
S858129,H12
S859120,H12
S859121,H12
S859122,H12
S859123,H12
S859124,H12
S859125,H12
S859126,H12
S859127,H12
S859128,H12
S859129,H12
S8513,H0+H12
S850130,H12
S850131,H12
S850132,H0+H12
S850133,H0+H12
S850134,H12
S850135,H12
S850136,H12
S850137,H12
S850138,H12
S850139,H12
S851130,H12
S851131,H12
S851132,H12
S851133,H12
S851134,H12
S851135,H12
S851136,H12
S851137,H12
S851138,H12
S851139,H12
S852130,H12
S852131,H12
S852132,H12
S852133,H12
S852134,H12
S852135,H12
S852136,H12
S852137,H12
S852138,H12
S852139,H12
S853130,H12
S853131,H12
S853132,H12
S853133,H12
S853134,H12
S853135,H12
S853136,H12
S853137,H12
S853138,H12
S853139,H12
S854130,H12
S854131,H12
S854132,H12
S854133,H12
S854134,H12
S854135,H12
S854136,H12
S854137,H12
S854138,H12
S854139,H12
S855130,H12
S855131,H12
S855132,H12
S855133,H12
S855134,H12
S855135,H12
S855136,H12
S855137,H12
S855138,H12
S855139,H12
S856130,H12
S856131,H12
S856132,H12
S856133,H12
S856134,H12
S856135,H12
S856136,H12
S856137,H12
S856138,H12
S856139,H12
S857130,H12
S857131,H12
S857132,H12
S857133,H12
S857134,H12
S857135,H12
S857136,H12
S857137,H12
S857138,H12
S857139,H12
S858130,H12
S858131,H12
S858132,H12
S858133,H12
S858134,H12
S858135,H12
S858136,H12
S858137,H12
S858138,H12
S858139,H12
S859130,H12
S859131,H12
S859132,H12
S859133,H12
S859134,H12
S859135,H12
S859136,H12
S859137,H12
S859138,H12
S859139,H12
S81M,H12
S81N,H12
S81P,H12
S81Q,H12
S81R,H12
S81S,H12
S81T,H12
S81U,H12
S81V,H12
S81W,H12
S81X,H12
S81Y,H12
S81Z,H12
S82,H12
S83,H12
S84,H12+H13
S84SW,H12+H13
S84NW,H12+H13
S84SE,H12
S84NE,H12
S84A,H12
S84B,H12+H13
S8042,H12
S8043,H12+H13
S800430,H12
S800431,H12
S800432,H12
S800433,H12
S800434,H12
S800435,H12
S800436,H12+H13
S800437,H12+H13
S801430,H12
S801431,H12
S801432,H12
S801433,H12
S801434,H12
S801435,H12
S801436,H12
S801437,H12+H13
S801438,H12+H13
S802430,H12
S802431,H12
S802432,H12
S802433,H12
S802434,H12
S802435,H12
S802436,H12
S802437,H12
S802438,H12+H13
S802439,H12+H13
S803430,H12
S803431,H12
S803432,H12
S803433,H12
S803434,H12
S803435,H12
S803436,H12
S803437,H12
S803438,H12
S803439,H12+H13
S804430,H12
S804431,H12
S804432,H12
S804433,H12
S804434,H12
S804435,H12
S804436,H12
S804437,H12
S804438,H12
S804439,H12
S805430,H12
S805431,H12
S805432,H12
S805433,H12
S805434,H12
S805435,H12
S805436,H12
S805437,H12
S805438,H12
S805439,H12
S806430,H12
S806431,H12
S806432,H12
S806433,H12
S806434,H12
S806435,H12
S806436,H12
S806437,H12
S806438,H12
S806439,H12
S807430,H12
S807431,H12
S807432,H12
S807433,H12
S807434,H12
S807435,H12
S807436,H12
S807437,H12
S807438,H12
S807439,H12
S808430,H12
S808431,H12
S808432,H12
S808433,H12
S808434,H12
S808435,H12
S808436,H12
S808437,H12
S808438,H12
S808439,H12
S809430,H12
S809431,H12
S809432,H12
S809433,H12
S809434,H12
S809435,H12
S809436,H12
S809437,H12
S809438,H12
S809439,H12
S8142,H12
S8143,H12
S84C,H12+H13
S8044,H12+H13
S803440,H12+H13
S803441,H12+H13
S804440,H12
S804441,H12+H13
S804442,H12+H13
S805440,H12
S805441,H12
S805442,H12+H13
S805443,H12+H13
S806440,H12
S806441,H12
S806442,H12
S806443,H12+H13
S806444,H12+H13
S807440,H12
S807441,H12
S807442,H12
S807443,H12
S807444,H12+H13
S807445,H12+H13
S808440,H12
S808441,H12
S808442,H12
S808443,H12
S808444,H12
S808445,H12+H13
S809440,H12
S809441,H12
S809442,H12
S809443,H12
S809444,H12
S809445,H12+H13
S809446,H12+H13
S8144,H12+H13
S810440,H12
S810441,H12
S810442,H12
S810443,H12
S810444,H12
S810445,H12
S810446,H12+H13
S810447,H12+H13
S810448,H12+H13
S810449,H12+H13
S811440,H12
S811441,H12
S811442,H12
S811443,H12
S811444,H12
S811445,H12
S811446,H12
S811447,H12
S811448,H12
S811449,H12
S812440,H12
S812441,H12
S812442,H12
S812443,H12
S812444,H12
S812445,H12
S812446,H12
S812447,H12
S812448,H12
S812449,H12
S813440,H12
S813441,H12
S813442,H12
S813443,H12
S813444,H12
S813445,H12
S813446,H12
S813447,H12
S813448,H12
S813449,H12
S814440,H12
S814441,H12
S814442,H12
S814443,H12
S814444,H12
S814445,H12
S814446,H12
S814447,H12
S814448,H12
S814449,H12
S815440,H12
S815441,H12
S815442,H12
S815443,H12
S815444,H12
S815445,H12
S815446,H12
S815447,H12
S815448,H12
S815449,H12
S816440,H12
S816441,H12
S816442,H12
S816443,H12
S816444,H12
S816445,H12
S816446,H12
S816447,H12
S816448,H12
S816449,H12
S817440,H12
S817441,H12
S817442,H12
S817443,H12
S817444,H12
S817445,H12
S817446,H12
S817447,H12
S817448,H12
S817449,H12
S818440,H12
S818441,H12
S818442,H12
S818443,H12
S818444,H12
S818445,H12
S818446,H12
S818447,H12
S818448,H12
S818449,H12
S819440,H12
S819441,H12
S819442,H12
S819443,H12
S819444,H12
S819445,H12
S819446,H12
S819447,H12
S819448,H12
S819449,H12
S8145,H12+H13
S810450,H12+H13
S810451,H12+H13
S810452,H12+H13
S810453,H12+H13
S810454,H12+H13
S810455,H12+H13
S810456,H12+H13
S810457,H12+H13
S810458,H12+H13
S810459,H12+H13
S811450,H12
S811451,H12
S811452,H12
S811453,H12
S811454,H12
S811455,H12
S811456,H12
S811457,H12
S811458,H12
S811459,H12
S812450,H12
S812451,H12
S812452,H12
S812453,H12
S812454,H12
S812455,H12
S812456,H12
S812457,H12
S812458,H12
S812459,H12
S813450,H12
S813451,H12
S813452,H12
S813453,H12
S813454,H12
S813455,H12
S813456,H12
S813457,H12
S813458,H12
S813459,H12
S814450,H12
S814451,H12
S814452,H12
S814453,H12
S814454,H12
S814455,H12
S814456,H12
S814457,H12
S814458,H12
S814459,H12
S815450,H12
S815451,H12
S815452,H12
S815453,H12
S815454,H12
S815455,H12
S815456,H12
S815457,H12
S815458,H12
S815459,H12
S816450,H12
S816451,H12
S816452,H12
S816453,H12
S816454,H12
S816455,H12
S816456,H12
S816457,H12
S816458,H12
S816459,H12
S817450,H12
S817451,H12
S817452,H12
S817453,H12
S817454,H12
S817455,H12
S817456,H12
S817457,H12
S817458,H12
S817459,H12
S818450,H12
S818451,H12
S818452,H12
S818453,H12
S818454,H12
S818455,H12
S818456,H12
S818457,H12
S818458,H12
S818459,H12
S819450,H12
S819451,H12
S819452,H12
S819453,H12
S819454,H12
S819455,H12
S819456,H12
S819457,H12
S819458,H12
S819459,H12
S84D,H12+H13
S8146,H12+H13
S810460,H12+H13
S810461,H12+H13
S810462,H12+H13
S810463,H12+H13
S811460,H12
S811461,H12
S811462,H12
S811463,H12+H13
S811464,H12+H13
S812460,H12
S812461,H12
S812462,H12
S812463,H12
S812464,H12+H13
S812465,H12+H13
S813460,H12
S813461,H12
S813462,H12
S813463,H12
S813464,H12
S813465,H12+H13
S813466,H12+H13
S814460,H12
S814461,H12
S814462,H12
S814463,H12
S814464,H12
S814465,H12+H13
S814466,H12+H13
S815460,H12
S815461,H12
S815462,H12
S815463,H12
S815464,H12
S815465,H12+H13
S816460,H12
S816461,H12
S816462,H12
S816463,H12
S816464,H12+H13
S816465,H12+H13
S817460,H12
S817461,H12
S817462,H12
S817463,H12
S817464,H12+H13
S818460,H12
S818461,H12
S818462,H12
S818463,H12
S818464,H12+H13
S819460,H12
S819461,H12
S819462,H12
S819463,H12
S819464,H12+H13
S84F,H12
S84G,H12
S84H,H12
S84I,H12+H13
S8246,H12+H13
S820460,H12
S820461,H12
S820462,H12
S820463,H12+H13
S820464,H12+H13
S821460,H12
S821461,H12
S821462,H12
S821463,H12+H13
S821464,H12+H13
S821465,H12+H13
S821466,H12+H13
S822460,H12
S822461,H12
S822462,H12
S822463,H12
S822464,H12
S822465,H12
S822466,H12+H13
S822467,H12+H13
S822468,H12+H13
S823460,H12
S823461,H12
S823462,H12
S823463,H12
S823464,H12
S823465,H12
S823466,H12
S823467,H12
S823468,H12+H13
S823469,H12+H13
S824460,H12
S824461,H12
S824462,H12
S824463,H12
S824464,H12
S824465,H12
S824466,H12
S824467,H12
S824468,H12
S824469,H12
S825460,H12
S825461,H12
S825462,H12
S825463,H12
S825464,H12
S825465,H12
S825466,H12
S825467,H12
S825468,H12
S825469,H12
S826460,H12
S826461,H12
S826462,H12
S826463,H12
S826464,H12
S826465,H12
S826466,H12
S826467,H12
S826468,H12
S826469,H12
S827460,H12
S827461,H12
S827462,H12
S827463,H12
S827464,H12
S827465,H12
S827466,H12
S827467,H12
S827468,H12
S827469,H12
S828460,H12
S828461,H12
S828462,H12
S828463,H12
S828464,H12
S828465,H12
S828466,H12
S828467,H12
S828468,H12
S828469,H12
S829460,H12
S829461,H12
S829462,H12
S829463,H12
S829464,H12
S829465,H12
S829466,H12
S829467,H12
S829468,H12
S829469,H12
S8247,H12+H13
S823470,H12+H13
S823471,H12+H13
S824470,H12
S824471,H12+H13
S824472,H12+H13
S824473,H12+H13
S825470,H12
S825471,H12
S825472,H12
S825473,H12+H13
S825474,H12+H13
S825475,H12+H13
S825476,H12+H13
S826470,H12
S826471,H12
S826472,H12
S826473,H12
S826474,H12
S826475,H12
S826476,H12+H13
S826477,H12+H13
S826478,H12+H13
S827470,H12
S827471,H12
S827472,H12
S827473,H12
S827474,H12
S827475,H12
S827476,H12
S827477,H12
S827478,H12+H13
S827479,H12+H13
S828470,H12
S828471,H12
S828472,H12
S828473,H12
S828474,H12
S828475,H12
S828476,H12
S828477,H12
S828478,H12
S828479,H12+H13
S829470,H12
S829471,H12
S829472,H12
S829473,H12
S829474,H12
S829475,H12
S829476,H12
S829477,H12
S829478,H12
S829479,H12
S8346,H12
S8347,H12
S84J,H12+H13
S8248,H12+H13
S826487,H12+H13
S826488,H12+H13
S826489,H12+H13
S827485,H12+H13
S827486,H12+H13
S827487,H12+H13
S827488,H12
S827489,H12
S828480,H12+H13
S828481,H12+H13
S828482,H12+H13
S828483,H12+H13
S828484,H12+H13
S828485,H12+H13
S828486,H12
S828487,H12
S828488,H12
S828489,H12
S829480,H12
S829481,H12
S829482,H12
S829483,H12
S829484,H12
S829485,H12
S829486,H12
S829487,H12
S829488,H12
S829489,H12
S8249,H12+H13
S826490,H12+H13
S826491,H12+H13
S826492,H12+H13
S826493,H12+H13
S826494,H12+H13
S826495,H12+H13
S826496,H12+H13
S826497,H12+H13
S826498,H12+H13
S826499,H12+H13
S827490,H12
S827491,H12
S827492,H12
S827493,H12
S827494,H12
S827495,H12
S827496,H12
S827497,H12
S827498,H12
S827499,H12
S828490,H12
S828491,H12
S828492,H12
S828493,H12
S828494,H12
S828495,H12
S828496,H12
S828497,H12
S828498,H12
S828499,H12
S829490,H12
S829491,H12
S829492,H12
S829493,H12
S829494,H12
S829495,H12
S829496,H12
S829497,H12
S829498,H12
S829499,H12
S8348,H12
S8349,H12
S84K,H12
S84L,H12
S84M,H12
S84N,H12
S84P,H12
S84Q,H12
S84R,H12
S84S,H12
S84T,H12
S84U,H12
S84V,H12
S84W,H12
S84X,H12
S84Y,H12
S84Z,H12
S85,H12+H13
S85SW,H12+H13
S85SE,H12+H13
S85NE,H12+H13
S85F,H12+H13
S8250,H12+H13
S825502,H12+H13
S825503,H12+H13
S825504,H12+H13
S826500,H12+H13
S826501,H12+H13
S826502,H12+H13
S826503,H12
S826504,H12+H13
S826505,H12+H13
S826506,H12+H13
S826507,H12+H13
S826508,H12+H13
S827500,H12
S827501,H12
S827502,H12
S827503,H12
S827504,H12
S827505,H12
S827506,H12
S827507,H12
S827508,H12+H13
S827509,H12+H13
S828500,H12
S828501,H12
S828502,H12
S828503,H12
S828504,H12
S828505,H12
S828506,H12
S828507,H12
S828508,H12
S828509,H12
S829500,H12
S829501,H12
S829502,H12
S829503,H12
S829504,H12
S829505,H12
S829506,H12
S829507,H12
S829508,H12
S829509,H12
S8251,H12+H13
S827510,H12+H13
S827511,H12+H13
S827512,H12+H13
S827513,H12+H13
S827514,H12+H13
S827515,H12+H13
S828510,H12
S828511,H12
S828512,H12
S828513,H12
S828514,H12
S828515,H12+H13
S828516,H12+H13
S828517,H12+H13
S828518,H12+H13
S828519,H12+H13
S829510,H12
S829511,H12
S829512,H12
S829513,H12
S829514,H12
S829515,H12
S829516,H12
S829517,H12
S829518,H12
S829519,H12+H13
S8350,H12
S8351,H12
S85G,H12+H13
S8252,H12+H13
S826525,H12+H13
S826526,H12+H13
S827524,H12+H13
S827525,H12+H13
S827526,H12+H13
S827527,H12+H13
S828523,H12+H13
S828524,H12+H13
S828525,H12
S828526,H12
S828527,H12+H13
S828528,H12+H13
S829520,H12+H13
S829521,H12+H13
S829522,H12+H13
S829523,H12+H13
S829524,H12
S829525,H12
S829526,H12
S829527,H12
S829528,H12+H13
S829529,H12+H13
S8253,H12+H13
S829530,H12+H13
S8352,H12
S8353,H12+H13
S830530,H12+H13
S830531,H12+H13
S831530,H12
S831531,H12+H13
S831532,H12+H13
S832530,H12
S832531,H12
S832532,H12+H13
S832533,H12+H13
S832534,H12+H13
S833530,H12
S833531,H12
S833532,H12
S833533,H12
S833534,H12+H13
S834530,H12
S834531,H12
S834532,H12
S834533,H12
S834534,H12+H13
S834535,H12+H13
S834536,H12+H13
S835530,H12
S835531,H12
S835532,H12
S835533,H12
S835534,H12
S835535,H12
S835536,H12+H13
S836530,H12
S836531,H12
S836532,H12
S836533,H12
S836534,H12
S836535,H12
S836536,H12+H13
S836537,H12+H13
S837530,H12
S837531,H12
S837532,H12
S837533,H12
S837534,H12
S837535,H12
S837536,H12
S837537,H12+H13
S838530,H12
S838531,H12
S838532,H12
S838533,H12
S838534,H12
S838535,H12
S838536,H12
S838537,H12+H13
S838538,H12+H13
S839530,H12
S839531,H12
S839532,H12
S839533,H12
S839534,H12
S839535,H12
S839536,H12
S839537,H12
S839538,H12+H13
S839539,H12+H13
S85K,H12
S85L,H12+H13
S8452,H12
S8453,H12+H13
S840530,H12
S840531,H12
S840532,H12
S840533,H12
S840534,H12
S840535,H12
S840536,H12
S840537,H12
S840538,H12
S840539,H12+H13
S841530,H12
S841531,H12
S841532,H12
S841533,H12
S841534,H12
S841535,H12
S841536,H12
S841537,H12
S841538,H12
S841539,H12
S842530,H12
S842531,H12
S842532,H12
S842533,H12
S842534,H12
S842535,H12
S842536,H12
S842537,H12
S842538,H12
S842539,H12
S843530,H12
S843531,H12
S843532,H12
S843533,H12
S843534,H12
S843535,H12
S843536,H12
S843537,H12
S843538,H12
S843539,H12
S844530,H12
S844531,H12
S844532,H12
S844533,H12
S844534,H12
S844535,H12
S844536,H12
S844537,H12
S844538,H12
S844539,H12
S845530,H12
S845531,H12
S845532,H12
S845533,H12
S845534,H12
S845535,H12
S845536,H12
S845537,H12
S845538,H12
S845539,H12
S846530,H12
S846531,H12
S846532,H12
S846533,H12
S846534,H12
S846535,H12
S846536,H12
S846537,H12
S846538,H12
S846539,H12
S847530,H12
S847531,H12
S847532,H12
S847533,H12
S847534,H12
S847535,H12
S847536,H12
S847537,H12
S847538,H12
S847539,H12
S848530,H12
S848531,H12
S848532,H12
S848533,H12
S848534,H12
S848535,H12
S848536,H12
S848537,H12
S848538,H12
S848539,H12
S849530,H12
S849531,H12
S849532,H12
S849533,H12
S849534,H12
S849535,H12
S849536,H12
S849537,H12
S849538,H12
S849539,H12
S8552,H12
S8553,H12
S85M,H12+H13
S8454,H12+H13
S840540,H12+H13
S841540,H12+H13
S841541,H12+H13
S842540,H12
S842541,H12+H13
S842542,H12+H13
S843540,H12
S843541,H12
S843542,H12+H13
S843543,H12+H13
S843544,H12+H13
S844540,H12
S844541,H12
S844542,H12
S844543,H12
S844544,H12+H13
S845540,H12
S845541,H12
S845542,H12
S845543,H12
S845544,H12+H13
S845545,H12+H13
S845546,H12+H13
S845547,H12+H13
S846540,H12
S846541,H12
S846542,H12
S846543,H12
S846544,H12
S846545,H12
S846546,H12
S846547,H12+H13
S847540,H12
S847541,H12
S847542,H12
S847543,H12
S847544,H12
S847545,H12
S847546,H12
S847547,H12+H13
S848540,H12
S848541,H12
S848542,H12
S848543,H12
S848544,H12
S848545,H12
S848546,H12
S848547,H12+H13
S848548,H12+H13
S849540,H12
S849541,H12
S849542,H12
S849543,H12
S849544,H12
S849545,H12
S849546,H12
S849547,H12
S849548,H12+H13
S849549,H12+H13
S8554,H12+H13
S850540,H12
S850541,H12
S850542,H12
S850543,H12
S850544,H12
S850545,H12
S850546,H12
S850547,H12
S850548,H12
S850549,H12+H13
S851540,H12
S851541,H12
S851542,H12
S851543,H12
S851544,H12
S851545,H12
S851546,H12
S851547,H12
S851548,H12
S851549,H12+H13
S852540,H12
S852541,H12
S852542,H12
S852543,H12
S852544,H12
S852545,H12
S852546,H12
S852547,H12
S852548,H12
S852549,H12+H13
S853540,H12
S853541,H12
S853542,H12
S853543,H12
S853544,H12
S853545,H12
S853546,H12
S853547,H12
S853548,H12
S853549,H12
S854540,H12
S854541,H12
S854542,H12
S854543,H12
S854544,H12
S854545,H12
S854546,H12
S854547,H12
S854548,H12
S854549,H12
S855540,H12
S855541,H12
S855542,H12
S855543,H12
S855544,H12
S855545,H12
S855546,H12
S855547,H12
S855548,H12
S855549,H12
S856540,H12
S856541,H12
S856542,H12
S856543,H12
S856544,H12
S856545,H12
S856546,H12
S856547,H12
S856548,H12
S856549,H12
S857540,H12
S857541,H12
S857542,H12
S857543,H12
S857544,H12
S857545,H12
S857546,H12
S857547,H12
S857548,H12
S857549,H12
S858540,H12
S858541,H12
S858542,H12
S858543,H12
S858544,H12
S858545,H12
S858546,H12
S858547,H12
S858548,H12
S858549,H12
S859540,H12
S859541,H12
S859542,H12
S859543,H12
S859544,H12
S859545,H12
S859546,H12
S859547,H12
S859548,H12
S859549,H12
S8555,H12+H13
S852550,H12+H13
S853550,H12+H13
S854550,H12+H13
