S,H0+H6+H7+H10+H11+H12+H13+H14+H18+H19+H20
S347539,H11
S348530,H11
S348531,H11
S348532,H11
S348533,H11
S348534,H11
S348535,H11
S348536,H11
S348537,H11
S348538,H11
S348539,H11
S349530,H11
S349531,H11
S349532,H11
S349533,H11
S349534,H11
S349535,H11
S349536,H11
S349537,H11
S349538,H11
S349539,H11
S3552,H7+H11
S350523,H7+H11
S350524,H7+H11
S350525,H7+H11
S350526,H11
S350527,H11
S350528,H11
S350529,H11
S351522,H7+H11
S351523,H7+H11
S351524,H11
S351525,H11
S351526,H11
S351527,H11
S351528,H11
S351529,H11
S352521,H7+H11
S352522,H7+H11
S352523,H11
S352524,H11
S352525,H11
S352526,H11
S352527,H11
S352528,H11
S352529,H11
S353520,H7+H11
S353521,H7+H11
S353522,H7+H11
S353523,H11
S353524,H11
S353525,H11
S353526,H11
S353527,H11
S353528,H11
S353529,H11
S354520,H7+H11
S354521,H7+H11
S354522,H11
S354523,H11
S354524,H11
S354525,H11
S354526,H11
S354527,H11
S354528,H11
S354529,H11
S355520,H11
S355521,H11
S355522,H11
S355523,H11
S355524,H11
S355525,H11
S355526,H11
S355527,H11
S355528,H11
S355529,H11
S356520,H11
S356521,H11
S356522,H11
S356523,H11
S356524,H11
S356525,H11
S356526,H11
S356527,H11
S356528,H11
S356529,H11
S357520,H11
S357521,H11
S357522,H11
S357523,H11
S357524,H11
S357525,H11
S357526,H11
S357527,H11
S357528,H11
S357529,H11
S358520,H11
S358521,H11
S358522,H11
S358523,H11
S358524,H11
S358525,H11
S358526,H11
S358527,H11
S358528,H11
S358529,H11
S359520,H11
S359521,H11
S359522,H11
S359523,H11
S359524,H11
S359525,H11
S359526,H11
S359527,H11
S359528,H11
S359529,H11
S3553,H11
S35M,H11
S35N,H11
S35P,H11
S35Q,H11
S35R,H11
S35S,H11
S35T,H11
S35U,H11
S35V,H11
S35W,H11
S35X,H11
S35Y,H11
S35Z,H11
S36,H7+H11
S36SW,H7+H11
S36NW,H11
S36SE,H11
S36NE,H11
S36A,H7+H11
S3060,H7+H11
S306604,H7+H11
S306605,H7+H11
S306606,H7+H11
S306607,H7+H11
S306608,H7+H11
S306609,H7+H11
S307603,H7+H11
S307604,H7+H11
S307605,H11
S307606,H11
S307607,H11
S307608,H11
S307609,H11
S308603,H7+H11
S308604,H11
S308605,H11
S308606,H11
S308607,H11
S308608,H11
S308609,H11
S309603,H7+H11
S309604,H11
S309605,H11
S309606,H11
S309607,H11
S309608,H11
S309609,H11
S3061,H7+H11
S300613,H7+H11
S300614,H11
S300615,H11
S300616,H11
S300617,H11
S300618,H11
S300619,H11
S301613,H7+H11
S301614,H11
S301615,H11
S301616,H11
S301617,H11
S301618,H11
S301619,H11
S302612,H7+H11
S302613,H7+H11
S302614,H11
S302615,H11
S302616,H11
S302617,H11
S302618,H11
S302619,H11
S303612,H7+H11
S303613,H11
S303614,H11
S303615,H11
S303616,H11
S303617,H11
S303618,H11
S303619,H11
S304611,H7+H11
S304612,H7+H11
S304613,H11
S304614,H11
S304615,H11
S304616,H11
S304617,H11
S304618,H11
S304619,H11
S305610,H7+H11
S305611,H7+H11
S305612,H11
S305613,H11
S305614,H11
S305615,H11
S305616,H11
S305617,H11
S305618,H11
S305619,H11
S306610,H7+H11
S306611,H11
S306612,H11
S306613,H11
S306614,H11
S306615,H11
S306616,H11
S306617,H11
S306618,H11
S306619,H11
S307610,H11
S307611,H11
S307612,H11
S307613,H11
S307614,H11
S307615,H11
S307616,H11
S307617,H11
S307618,H11
S307619,H11
S308610,H11
S308611,H11
S308612,H11
S308613,H11
S308614,H11
S308615,H11
S308616,H11
S308617,H11
S308618,H11
S308619,H11
S309610,H11
S309611,H11
S309612,H11
S309613,H11
S309614,H11
S309615,H11
S309616,H11
S309617,H11
S309618,H11
S309619,H11
S3160,H7+H11
S310602,H7+H11
S310603,H7+H11
S310604,H11
S310605,H11
S310606,H11
S310607,H11
S310608,H11
S310609,H11
S311601,H7+H11
S311602,H7+H11
S311603,H11
S311604,H11
S311605,H11
S311606,H11
S311607,H11
S311608,H11
S311609,H11
S312600,H7+H11
S312601,H7+H11
S312602,H11
S312603,H11
S312604,H11
S312605,H11
S312606,H11
S312607,H11
S312608,H11
S312609,H11
S313600,H7+H11
S313601,H11
S313602,H11
S313603,H11
S313604,H11
S313605,H11
S313606,H11
S313607,H11
S313608,H11
S313609,H11
S314600,H11
S314601,H11
S314602,H11
S314603,H11
S314604,H11
S314605,H11
S314606,H11
S314607,H11
S314608,H11
S314609,H11
S315600,H11
S315601,H11
S315602,H11
S315603,H11
S315604,H11
S315605,H11
S315606,H11
S315607,H11
S315608,H11
S315609,H11
S316600,H11
S316601,H11
S316602,H11
S316603,H11
S316604,H11
S316605,H11
S316606,H11
S316607,H11
S316608,H11
S316609,H11
S317600,H11
S317601,H11
S317602,H11
S317603,H11
S317604,H11
S317605,H11
S317606,H11
S317607,H11
S317608,H11
S317609,H11
S318600,H11
S318601,H11
S318602,H11
S318603,H11
S318604,H11
S318605,H11
S318606,H11
S318607,H11
S318608,H11
S318609,H11
S319600,H11
S319601,H11
S319602,H11
S319603,H11
S319604,H11
S319605,H11
S319606,H11
S319607,H11
S319608,H11
S319609,H11
S3161,H11
S36B,H11
S36C,H11
S36D,H11
S36E,H11
S36F,H11
S36G,H11
S36H,H11
S36I,H11
S36J,H11
S36K,H11
S36L,H11
S36M,H11
S36N,H11
S36P,H11
S36Q,H11
S36R,H11
S36S,H11
S36T,H11
S36U,H11
S36V,H11
S36W,H11
S36X,H11
S36Y,H11
S36Z,H11
S37,H11+H14
S37SW,H11+H14
S37SE,H11+H14
S37A,H11
S37B,H11+H14
S3072,H11+H14
S300720,H11
S300721,H11
S300722,H11
S300723,H11
S300724,H11
S300725,H11
S300726,H11
S300727,H11
S300728,H11
S300729,H11
S301720,H11
S301721,H11
S301722,H11
S301723,H11
S301724,H11
S301725,H11
S301726,H11
S301727,H11
S301728,H11
S301729,H11+H14
S302720,H11
S302721,H11
S302722,H11
S302723,H11
S302724,H11
S302725,H11
S302726,H11
S302727,H11
S302728,H11+H14
S302729,H11+H14
S303720,H11
S303721,H11
S303722,H11
S303723,H11
S303724,H11
S303725,H11
S303726,H11
S303727,H11
S303728,H11+H14
S303729,H11+H14
S304720,H11
S304721,H11
S304722,H11
S304723,H11
S304724,H11
S304725,H11
S304726,H11
S304727,H11
S304728,H11
S304729,H11+H14
S305720,H11
S305721,H11
S305722,H11
S305723,H11
S305724,H11
S305725,H11
S305726,H11
S305727,H11
S305728,H11
S305729,H11
S306720,H11
S306721,H11
S306722,H11
S306723,H11
S306724,H11
S306725,H11
S306726,H11
S306727,H11
S306728,H11
S306729,H11+H14
S307720,H11
S307721,H11
S307722,H11
S307723,H11
S307724,H11
S307725,H11
S307726,H11
S307727,H11
S307728,H11
S307729,H11+H14
S308720,H11
S308721,H11
S308722,H11
S308723,H11
S308724,H11
S308725,H11
S308726,H11
S308727,H11
S308728,H11+H14
S308729,H11+H14
S309720,H11
S309721,H11
S309722,H11
S309723,H11
S309724,H11
S309725,H11
S309726,H11
S309727,H11
S309728,H11+H14
S3073,H11+H14
S300730,H11+H14
S301730,H11+H14
S304730,H11+H14
S305730,H11+H14
S306730,H11+H14
S3172,H11+H14
S310720,H11
S310721,H11
S310722,H11
S310723,H11
S310724,H11
S310725,H11
S310726,H11
S310727,H11+H14
S310728,H11+H14
S311720,H11
S311721,H11
S311722,H11
S311723,H11
S311724,H11
S311725,H11
S311726,H11
S311727,H11+H14
S312720,H11
S312721,H11
S312722,H11
S312723,H11
S312724,H11
S312725,H11
S312726,H11+H14
S312727,H11+H14
S313720,H11
S313721,H11
S313722,H11
S313723,H11
S313724,H11
S313725,H11+H14
S313726,H11+H14
S314720,H11
S314721,H11
S314722,H11
S314723,H11
S314724,H11
S314725,H11+H14
S314726,H11+H14
S314727,H11+H14
S314728,H11+H14
S314729,H11+H14
S315720,H11
S315721,H11
S315722,H11
S315723,H11
S315724,H11
S315725,H11
S315726,H11
S315727,H11
S315728,H11
S315729,H11
S316720,H11
S316721,H11
S316722,H11
S316723,H11
S316724,H11
S316725,H11
S316726,H11
S316727,H11
S316728,H11
S316729,H11
S317720,H11
S317721,H11
S317722,H11
S317723,H11
S317724,H11
S317725,H11
S317726,H11
S317727,H11
S317728,H11
S317729,H11
S318720,H11
S318721,H11
S318722,H11
S318723,H11
S318724,H11
S318725,H11
S318726,H11
S318727,H11
S318728,H11
S318729,H11
S319720,H11
S319721,H11
S319722,H11
S319723,H11
S319724,H11
S319725,H11
S319726,H11
S319727,H11
S319728,H11
S319729,H11
S3173,H11+H14
S314730,H11+H14
S314731,H11+H14
S314732,H11+H14
S314733,H11+H14
S314734,H11+H14
S315730,H11
S315731,H11
S315732,H11
S315733,H11
S315734,H11+H14
S316730,H11
S316731,H11
S316732,H11
S316733,H11
S316734,H11+H14
S317730,H11
S317731,H11
S317732,H11
S317733,H11
S317734,H11+H14
S318730,H11
S318731,H11
S318732,H11+H14
S318733,H11+H14
S318734,H11+H14
S319730,H11
S319731,H11
S319732,H11+H14
S37F,H11
S37G,H11+H14
S3272,H11+H14
S320720,H11
S320721,H11
S320722,H11
S320723,H11
S320724,H11
S320725,H11
S320726,H11
S320727,H11
S320728,H11
S320729,H11
S321720,H11
S321721,H11
S321722,H11
S321723,H11
S321724,H11
S321725,H11
S321726,H11
S321727,H11
S321728,H11
S321729,H11
S322720,H11
S322721,H11
S322722,H11
S322723,H11
S322724,H11
S322725,H11
S322726,H11
S322727,H11
S322728,H11
S322729,H11
S323720,H11
S323721,H11
S323722,H11
S323723,H11
S323724,H11
S323725,H11
S323726,H11
S323727,H11
S323728,H11
S323729,H11+H14
S324720,H11
S324721,H11
S324722,H11
S324723,H11+H14
S324724,H11+H14
S324725,H11
S324726,H11
S324727,H11
S324728,H11
S324729,H11+H14
S325720,H11
S325721,H11
S325722,H11
S325723,H11+H14
S325724,H11+H14
S325725,H11+H14
S325726,H11+H14
S325727,H11+H14
S325728,H11
S325729,H11+H14
S326720,H11
S326721,H11
S326722,H11+H14
S326723,H11+H14
S326727,H11+H14
S326728,H11+H14
S326729,H11+H14
S327720,H11
S327721,H11
S327722,H11+H14
S328720,H11
S328721,H11
S328722,H11+H14
S329720,H11
S329721,H11
S329722,H11+H14
S3273,H11+H14
S320730,H11
S320731,H11+H14
S320732,H11+H14
S321730,H11+H14
S321731,H11+H14
S322730,H11+H14
S323730,H11+H14
S3372,H11+H14
S330720,H11
S330721,H11
S330722,H11+H14
S331720,H11
S331721,H11
S331722,H11+H14
S332720,H11
S332721,H11
S332722,H11+H14
S333720,H11
S333721,H11
S333722,H11+H14
S334720,H11
S334721,H11
S334722,H11+H14
S335720,H11
S335721,H11
S335722,H11+H14
S335723,H11+H14
S335724,H11+H14
S336720,H11
S336721,H11
S336722,H11
S336723,H11
S336724,H11+H14
S337720,H11
S337721,H11
S337722,H11
S337723,H11+H14
S337724,H11+H14
S338720,H11
S338721,H11
S338722,H11
S338723,H11+H14
S339720,H11
S339721,H11
S339722,H11
S339723,H11+H14
S37K,H11+H14
S3470,H11
S3471,H11+H14
S340710,H11
S340711,H11
S340712,H11
S340713,H11
S340714,H11
S340715,H11
S340716,H11
S340717,H11
S340718,H11
S340719,H11
S341710,H11
S341711,H11
S341712,H11
S341713,H11
S341714,H11
S341715,H11
S341716,H11
S341717,H11
S341718,H11
S341719,H11
S342710,H11
S342711,H11
S342712,H11
S342713,H11
S342714,H11
S342715,H11
S342716,H11
S342717,H11
S342718,H11
S342719,H11+H14
S343710,H11
S343711,H11
S343712,H11
S343713,H11
S343714,H11
S343715,H11
S343716,H11
S343717,H11
S343718,H11
S343719,H11+H14
S344710,H11
S344711,H11
S344712,H11
S344713,H11
S344714,H11
S344715,H11
S344716,H11
S344717,H11
S344718,H11+H14
S344719,H11+H14
S345710,H11
S345711,H11
S345712,H11
S345713,H11
S345714,H11
S345715,H11+H14
S345716,H11+H14
S345717,H11+H14
S345718,H11+H14
S346710,H11
S346711,H11
S346712,H11
S346713,H11+H14
S346714,H11+H14
S346715,H11+H14
S347710,H11
S347711,H11
S347712,H11+H14
S347713,H11+H14
S348710,H11
S348711,H11+H14
S348712,H11+H14
S349710,H11+H14
S349711,H11+H14
S3570,H11+H14
S350700,H11
S350701,H11
S350702,H11
S350703,H11
S350704,H11
S350705,H11
S350706,H11
S350707,H11
S350708,H11
S350709,H11+H14
S351700,H11
S351701,H11
S351702,H11
S351703,H11
S351704,H11
S351705,H11
S351706,H11
S351707,H11+H14
S351708,H11+H14
S351709,H11+H14
S352700,H11
S352701,H11
S352702,H11
S352703,H11
S352704,H11
S352705,H11
S352706,H11+H14
S352707,H11+H14
S353700,H11
S353701,H11
S353702,H11
S353703,H11
S353704,H11
S353705,H11
S353706,H11+H14
S354700,H11
S354701,H11
S354702,H11
S354703,H11
S354704,H11
S354705,H11
S354706,H11+H14
S355700,H11
S355701,H11
S355702,H11
S355703,H11
S355704,H11
S355705,H11
S355706,H11+H14
S356700,H11
S356701,H11
S356702,H11
S356703,H11
S356704,H11
S356705,H11
S356706,H11+H14
S356707,H11+H14
S357700,H11
S357701,H11
S357702,H11
S357703,H11
S357704,H11
S357705,H11
S357706,H11+H14
S357707,H11+H14
S358700,H11
S358701,H11
S358702,H11
S358703,H11
S358704,H11
S358705,H11
S358706,H11+H14
S358707,H11+H14
S359700,H11
S359701,H11
S359702,H11
S359703,H11
S359704,H11
S359705,H11
S359706,H11+H14
S359707,H11+H14
S3571,H11+H14
S350710,H11+H14
S37L,H11+H14
S3472,H11+H14
S340720,H11+H14
S340721,H11+H14
S340722,H11+H14
S340723,H11+H14
S341720,H11+H14
S341721,H11+H14
S341722,H11+H14
S341723,H11+H14
S342720,H11+H14
S37Q,H11+H14
S3670,H11+H14
S360700,H11
S360701,H11
S360702,H11
S360703,H11
S360704,H11
S360705,H11
S360706,H11+H14
S360707,H11+H14
S361700,H11
S361701,H11
S361702,H11
S361703,H11
S361704,H11
S361705,H11
S361706,H11
S361707,H11+H14
S362700,H11
S362701,H11
S362702,H11
S362703,H11
S362704,H11
S362705,H11
S362706,H11
S362707,H11+H14
S363700,H11
S363701,H11
S363702,H11
S363703,H11
S363704,H11
S363705,H11
S363706,H11
S363707,H11+H14
S364700,H11
S364701,H11
S364702,H11
S364703,H11
S364704,H11
S364705,H11
S364706,H11
S364707,H11+H14
S365700,H11
S365701,H11
S365702,H11
S365703,H11
S365704,H11
S365705,H11
S365706,H11
S365707,H11+H14
S366700,H11
S366701,H11
S366702,H11
S366703,H11
S366704,H11
S366705,H11
S366706,H11
S366707,H11+H14
S366708,H11+H14
S367700,H11
S367701,H11
S367702,H11
S367703,H11
S367704,H11
S367705,H11
S367706,H11
S367707,H11
S367708,H11+H14
S368700,H11
S368701,H11
S368702,H11
S368703,H11
S368704,H11
S368705,H11
S368706,H11
S368707,H11+H14
S368708,H11+H14
S369700,H11
S369701,H11
S369702,H11
S369703,H11
S369704,H11
S369705,H11
S369706,H11
S369707,H11+H14
S369708,H11+H14
S3770,H11+H14
S370700,H11
S370701,H11
S370702,H11
S370703,H11
S370704,H11
S370705,H11
S370706,H11
S370707,H11
S370708,H11+H14
S371700,H11
S371701,H11
S371702,H11
S371703,H11
S371704,H11
S371705,H11
S371706,H11
S371707,H11+H14
S371708,H11+H14
S372700,H11
S372701,H11
S372702,H11
S372703,H11
S372704,H11
S372705,H11
S372706,H11
S372707,H11+H14
S372708,H11+H14
S372709,H11+H14
S373700,H11
S373701,H11
S373702,H11
S373703,H11
S373704,H11
S373705,H11
S373706,H11
S373707,H11
S373708,H11
S373709,H11
S374700,H11
S374701,H11
S374702,H11
S374703,H11
S374704,H11
S374705,H11
S374706,H11
S374707,H11
S374708,H11
S374709,H11
S375700,H11
S375701,H11
S375702,H11
S375703,H11
S375704,H11
S375705,H11
S375706,H11
S375707,H11
S375708,H11
S375709,H11
S376700,H11
S376701,H11
S376702,H11
S376703,H11
S376704,H11
S376705,H11
S376706,H11
S376707,H11
S376708,H11
S376709,H11
S377700,H11
S377701,H11
S377702,H11
S377703,H11
S377704,H11
S377705,H11
S377706,H11
S377707,H11
S377708,H11
S377709,H11
S378700,H11
S378701,H11
S378702,H11
S378703,H11
S378704,H11
S378705,H11
S378706,H11
S378707,H11
S378708,H11
S378709,H11
S379700,H11
S379701,H11
S379702,H11
S379703,H11
S379704,H11
S379705,H11
S379706,H11
S379707,H11
S379708,H11
S379709,H11
S3771,H11+H14
S372710,H11+H14
S372711,H11+H14
S373710,H11+H14
S373711,H11+H14
S373712,H11+H14
S373713,H11+H14
S373714,H11+H14
S373715,H11+H14
S373716,H11+H14
S373717,H11+H14
S374710,H11
S374711,H11
S374712,H11
S374713,H11
S374714,H11
S374715,H11
S374716,H11
S374717,H11+H14
S375710,H11
S375711,H11
S375712,H11
S375713,H11
S375714,H11
S375715,H11
S375716,H11
S375717,H11+H14
S376710,H11
S376711,H11
S376712,H11
S376713,H11
S376714,H11
S376715,H11
S376716,H11
S376717,H11+H14
S377710,H11
S377711,H11
S377712,H11
S377713,H11
S377714,H11
S377715,H11
S377716,H11
S377717,H11+H14
S377718,H11+H14
S378710,H11
S378711,H11
S378712,H11
S378713,H11
S378714,H11
S378715,H11
S378716,H11
S378717,H11+H14
S378718,H11+H14
S379710,H11
S379711,H11
S379712,H11
S379713,H11
S379714,H11
S379715,H11
S379716,H11
S379717,H11
S379718,H11+H14
S379719,H11+H14
S37V,H11+H14
S3870,H11
S3871,H11+H14
S380710,H11
S380711,H11
S380712,H11
S380713,H11
S380714,H11
S380715,H11
S380716,H11
S380717,H11
S380718,H11
S380719,H11+H14
S381710,H11
S381711,H11
S381712,H11
S381713,H11
S381714,H11
S381715,H11
S381716,H11
S381717,H11
S381718,H11
S381719,H11
S382710,H11
S382711,H11
S382712,H11
S382713,H11
S382714,H11
S382715,H11
S382716,H11
S382717,H11
S382718,H11
S382719,H11
S383710,H11
S383711,H11
S383712,H11
S383713,H11
S383714,H11
S383715,H11
S383716,H11
S383717,H11
S383718,H11
S383719,H11
S384710,H11
S384711,H11
S384712,H11
S384713,H11
S384714,H11
S384715,H11
S384716,H11
S384717,H11
S384718,H11
S384719,H11
S385710,H11
S385711,H11
S385712,H11
S385713,H11
S385714,H11
S385715,H11
S385716,H11
S385717,H11
S385718,H11
S385719,H11
S386710,H11
S386711,H11
S386712,H11
S386713,H11
S386714,H11
S386715,H11
S386716,H11
S386717,H11
S386718,H11
S386719,H11
S387710,H11
S387711,H11
S387712,H11
S387713,H11
S387714,H11
S387715,H11
S387716,H11
S387717,H11
S387718,H11
S387719,H11
S388710,H11
S388711,H11
S388712,H11
S388713,H11
S388714,H11
S388715,H11
S388716,H11
S388717,H11
S388718,H11
S388719,H11
S389710,H11
S389711,H11
S389712,H11
S389713,H11
S389714,H11
S389715,H11
S389716,H11
S389717,H11
S389718,H11
S389719,H11
S3970,H11
S3971,H11
S37W,H11+H14
S3872,H11+H14
S380720,H11+H14
S381720,H11+H14
S381721,H11+H14
S382720,H11
S382721,H11+H14
S382722,H11+H14
S383720,H11
S383721,H11
S383722,H11+H14
S383723,H11+H14
S383724,H11+H14
S384720,H11
S384721,H11
S384722,H11
S384723,H11
S384724,H11+H14
S384725,H11+H14
S385720,H11
S385721,H11
S385722,H11
S385723,H11
S385724,H11
S385725,H11+H14
S385726,H11+H14
S386720,H11
S386721,H11
S386722,H11
S386723,H11
S386724,H11
S386725,H11
S386726,H11+H14
S387720,H11
S387721,H11
S387722,H11
S387723,H11
S387724,H11
S387725,H11
S387726,H11+H14
S388720,H11
S388721,H11
S388722,H11
S388723,H11
S388724,H11
S388725,H11+H14
S388726,H11+H14
S389720,H11
S389721,H11
S389722,H11
S389723,H11
S389724,H11+H14
S389725,H11+H14
S3972,H11+H14
S390720,H11
S390721,H11
S390722,H11
S390723,H11+H14
S390724,H11+H14
S391720,H11
S391721,H11
S391722,H11
S391723,H11+H14
S392720,H11
S392721,H11
S392722,H11
S392723,H11+H14
S393720,H11
S393721,H11
S393722,H11
S393723,H11+H14
S394720,H11
S394721,H11
S394722,H11+H14
S394723,H11+H14
S395720,H11
S395721,H11
S395722,H11+H14
S395723,H11+H14
S396720,H11
S396721,H11
S396722,H11+H14
S397720,H11
S397721,H11
S397722,H11+H14
S398720,H11
S398721,H11+H14
S398722,H11+H14
S399720,H11
S399721,H11+H14
S41,H6+H11
S41SE,H6+H11
S41NE,H6+H11
S41T,H6+H11
S4716,H6+H11
S478169,H6+H11
S479168,H6+H11
S479169,H6+H11
S4717,H6+H11
S477171,H6+H11
S477172,H6+H11
S477173,H6+H11
S477174,H6+H11
S477175,H6+H11
S478170,H6+H11
S478171,H6+H11
S478172,H11
S478173,H11
S478174,H11
S478175,H6+H11
S478176,H6+H11
S478177,H6+H11
S478178,H6+H11
S478179,H6+H11
S479170,H11
S479171,H11
S479172,H11
S479173,H11
S479174,H11
S479175,H11
S479176,H11
S479177,H11
S479178,H11
S479179,H11
S41U,H6+H11
S4619,H6+H11
S461198,H6+H11
S461199,H6+H11
S462196,H6+H11
S462197,H6+H11
S462198,H6+H11
S462199,H11
S463195,H6+H11
S463196,H6+H11
S463197,H11
S463198,H11
S463199,H11
S464194,H6+H11
S464195,H6+H11
S464196,H11
S464197,H11
S464198,H11
S464199,H11
S465192,H6+H11
S465193,H6+H11
S465194,H6+H11
S465195,H11
S465196,H11
S465197,H11
S465198,H11
S465199,H11
S466192,H6+H11
S466193,H11
S466194,H11
S466195,H11
S466196,H11
S466197,H11
S466198,H11
S466199,H11
S467191,H6+H11
S467192,H6+H11
S467193,H11
S467194,H11
S467195,H11
S467196,H11
S467197,H11
S467198,H11
S467199,H11
S468191,H6+H11
S468192,H11
S468193,H11
S468194,H11
S468195,H11
S468196,H11
S468197,H11
S468198,H11
S468199,H11
S469190,H6+H11
S469191,H6+H11
S469192,H11
S469193,H11
S469194,H11
S469195,H11
S469196,H11
S469197,H11
S469198,H11
S469199,H11
S4718,H6+H11
S471188,H6+H11
S471189,H6+H11
S472187,H6+H11
S472188,H6+H11
S472189,H11
S473186,H6+H11
S473187,H6+H11
S473188,H11
S473189,H11
S474185,H6+H11
S474186,H6+H11
S474187,H11
S474188,H11
S474189,H11
S475184,H6+H11
S475185,H6+H11
S475186,H11
S475187,H11
S475188,H11
S475189,H11
S476182,H6+H11
S476183,H6+H11
S476184,H6+H11
S476185,H11
S476186,H11
S476187,H11
S476188,H11
S476189,H11
S477180,H6+H11
S477181,H6+H11
S477182,H6+H11
S477183,H11
S477184,H11
S477185,H11
S477186,H11
S477187,H11
S477188,H11
S477189,H11
S478180,H6+H11
S478181,H11
S478182,H11
S478183,H11
S478184,H11
S478185,H11
S478186,H11
S478187,H11
S478188,H11
S478189,H11
S479180,H11
S479181,H11
S479182,H11
S479183,H11
S479184,H11
S479185,H11
S479186,H11
S479187,H11
S479188,H11
S479189,H11
S4719,H6+H11
S470190,H6+H11
S470191,H11
S470192,H11
S470193,H11
S470194,H11
S470195,H11
S470196,H11
S470197,H11
S470198,H11
S470199,H11
S471190,H6+H11
S471191,H11
S471192,H11
S471193,H11
S471194,H11
S471195,H11
S471196,H11
S471197,H11
S471198,H11
S471199,H11
S472190,H11
S472191,H11
S472192,H11
S472193,H11
S472194,H11
S472195,H11
S472196,H11
S472197,H11
S472198,H11
S472199,H11
S473190,H11
S473191,H11
S473192,H11
S473193,H11
S473194,H11
S473195,H11
S473196,H11
S473197,H11
S473198,H11
S473199,H11
S474190,H11
S474191,H11
S474192,H11
S474193,H11
S474194,H11
S474195,H11
S474196,H11
S474197,H11
S474198,H11
S474199,H11
S475190,H11
S475191,H11
S475192,H11
S475193,H11
S475194,H11
S475195,H11
S475196,H11
S475197,H11
S475198,H11
S475199,H11
S476190,H11
S476191,H11
S476192,H11
S476193,H11
S476194,H11
S476195,H11
S476196,H11
S476197,H11
S476198,H11
S476199,H11
S477190,H11
S477191,H11
S477192,H11
S477193,H11
S477194,H11
S477195,H11
S477196,H11
S477197,H11
S477198,H11
S477199,H11
S478190,H11
S478191,H11
S478192,H11
S478193,H11
S478194,H11
S478195,H11
S478196,H11
S478197,H11
S478198,H11
S478199,H11
S479190,H11
S479191,H11
S479192,H11
S479193,H11
S479194,H11
S479195,H11
S479196,H11
S479197,H11
S479198,H11
S479199,H11
S41W,H6+H11
S4913,H6+H11
S498138,H6+H11
S498139,H6+H11
S499135,H6+H11
S499136,H6+H11
S499137,H6+H11
S499138,H6+H11
S499139,H11
S41X,H6+H11
S4815,H6+H11
S489154,H6+H11
S489155,H6+H11
S489156,H6+H11
S489157,H6+H11
S489158,H6+H11
S489159,H6+H11
S4914,H6+H11
S493148,H6+H11
S493149,H6+H11
S494146,H6+H11
S494147,H6+H11
S494148,H6+H11
S494149,H11
S495145,H6+H11
S495146,H6+H11
S495147,H11
S495148,H11
S495149,H11
S496143,H6+H11
S496144,H6+H11
S496145,H6+H11
S496146,H11
S496147,H11
S496148,H11
S496149,H11
S497140,H6+H11
S497141,H6+H11
S497142,H6+H11
S497143,H6+H11
S497144,H11
S497145,H11
S497146,H11
S497147,H11
S497148,H11
S497149,H11
S498140,H6+H11
S498141,H11
S498142,H11
S498143,H11
S498144,H11
S498145,H11
S498146,H11
S498147,H11
S498148,H11
S498149,H11
S499140,H11
S499141,H11
S499142,H11
S499143,H11
S499144,H11
S499145,H11
S499146,H11
S499147,H11
S499148,H11
S499149,H11
S4915,H6+H11
S490153,H6+H11
S490154,H6+H11
S490155,H11
S490156,H11
S490157,H11
S490158,H11
S490159,H11
S491151,H6+H11
S491152,H6+H11
S491153,H6+H11
S491154,H11
S491155,H11
S491156,H11
S491157,H11
S491158,H11
S491159,H11
S492150,H6+H11
S492151,H6+H11
S492152,H11
S492153,H11
S492154,H11
S492155,H11
S492156,H11
S492157,H11
S492158,H11
S492159,H11
S493150,H6+H11
S493151,H11
S493152,H11
S493153,H11
S493154,H11
S493155,H11
S493156,H11
S493157,H11
S493158,H11
S493159,H11
S494150,H11
S494151,H11
S494152,H11
S494153,H11
S494154,H11
S494155,H11
S494156,H11
S494157,H11
S494158,H11
S494159,H11
S495150,H11
S495151,H11
S495152,H11
S495153,H11
S495154,H11
S495155,H11
S495156,H11
S495157,H11
S495158,H11
S495159,H11
S496150,H11
S496151,H11
S496152,H11
S496153,H11
S496154,H11
S496155,H11
S496156,H11
S496157,H11
S496158,H11
S496159,H11
S497150,H11
S497151,H11
S497152,H11
S497153,H11
S497154,H11
S497155,H11
S497156,H11
S497157,H11
S497158,H11
S497159,H11
S498150,H11
S498151,H11
S498152,H11
S498153,H11
S498154,H11
S498155,H11
S498156,H11
S498157,H11
S498158,H11
S498159,H11
S499150,H11
S499151,H11
S499152,H11
S499153,H11
S499154,H11
S499155,H11
S499156,H11
S499157,H11
S499158,H11
S499159,H11
S41Y,H6+H11
S4816,H6+H11
S480167,H6+H11
S480168,H6+H11
S480169,H11
S481167,H6+H11
S481168,H11
S481169,H11
S482167,H6+H11
S482168,H11
S482169,H11
S483166,H6+H11
S483167,H6+H11
S483168,H11
S483169,H11
S484166,H6+H11
S484167,H11
S484168,H11
S484169,H11
S485165,H6+H11
S485166,H6+H11
S485167,H11
S485168,H11
S485169,H11
S486165,H6+H11
S486166,H11
S486167,H11
S486168,H11
S486169,H11
S487164,H6+H11
S487165,H6+H11
S487166,H11
S487167,H11
S487168,H11
S487169,H11
S488163,H6+H11
S488164,H6+H11
S488165,H11
S488166,H11
S488167,H11
S488168,H11
S488169,H11
S489160,H6+H11
S489161,H6+H11
S489162,H6+H11
S489163,H6+H11
S489164,H11
S489165,H11
S489166,H11
S489167,H11
S489168,H11
S489169,H11
S4817,H11
S4916,H11
S4917,H11
