N,H10+H14+H15+H18+H19+H20+H21+H22+H23+H24+H25+H29+H30+H31+H32
N055876,H29
N055877,H29
N055878,H29
N055879,H29
N056870,H29
N056871,H29
N056872,H29
N056873,H29
N056874,H29
N056875,H29
N056876,H29
N056877,H29
N056878,H29
N056879,H29
N057870,H29
N057871,H29
N057872,H29
N057873,H29
N057874,H29
N057875,H29
N057876,H29
N057877,H29
N057878,H29
N057879,H29
N058870,H29
N058871,H29
N058872,H29
N058873,H29
N058874,H29
N058875,H29
N058876,H29
N058877,H29
N058878,H29
N058879,H29
N059870,H29
N059871,H29
N059872,H29
N059873,H29
N059874,H29
N059875,H29
N059876,H29
N059877,H29
N059878,H29
N059879,H29
N08P,H25+H29
N0488,H25+H29
N040886,H25+H29
N040887,H25+H29
N040888,H29
N040889,H29
N041887,H25+H29
N041888,H25+H29
N041889,H29
N042888,H25+H29
N042889,H29
N043888,H25+H29
N043889,H25+H29
N044889,H25+H29
N045889,H25+H29
N046889,H25+H29
N047888,H25+H29
N047889,H25+H29
N048886,H25+H29
N048887,H25+H29
N048888,H25+H29
N048889,H29
N049885,H25+H29
N049886,H25+H29
N049887,H29
N049888,H29
N049889,H29
N0489,H29
N0588,H25+H29
N050880,H25+H29
N050881,H25+H29
N050882,H25+H29
N050883,H25+H29
N050884,H25+H29
N050885,H25+H29
N050886,H29
N050887,H29
N050888,H29
N050889,H29
N051880,H29
N051881,H29
N051882,H29
N051883,H29
N051884,H29
N051885,H29
N051886,H29
N051887,H29
N051888,H29
N051889,H29
N052880,H29
N052881,H29
N052882,H29
N052883,H29
N052884,H29
N052885,H29
N052886,H29
N052887,H29
N052888,H29
N052889,H29
N053880,H29
N053881,H29
N053882,H29
N053883,H29
N053884,H29
N053885,H29
N053886,H29
N053887,H29
N053888,H29
N053889,H29
N054880,H29
N054881,H29
N054882,H29
N054883,H29
N054884,H29
N054885,H29
N054886,H29
N054887,H29
N054888,H29
N054889,H29
N055880,H29
N055881,H29
N055882,H29
N055883,H29
N055884,H29
N055885,H29
N055886,H29
N055887,H29
N055888,H29
N055889,H29
N056880,H29
N056881,H29
N056882,H29
N056883,H29
N056884,H29
N056885,H29
N056886,H29
N056887,H29
N056888,H29
N056889,H29
N057880,H29
N057881,H29
N057882,H29
N057883,H29
N057884,H29
N057885,H29
N057886,H29
N057887,H29
N057888,H29
N057889,H29
N058880,H29
N058881,H29
N058882,H29
N058883,H29
N058884,H29
N058885,H29
N058886,H29
N058887,H29
N058888,H29
N058889,H29
N059880,H29
N059881,H29
N059882,H29
N059883,H29
N059884,H29
N059885,H29
N059886,H29
N059887,H29
N059888,H29
N059889,H29
N0589,H29
N08S,H24+H29
N0685,H24+H29
N060857,H24+H29
N060858,H24+H29
N060859,H29
N061858,H24+H29
N061859,H29
N062858,H24+H29
N062859,H29
N063858,H24+H29
N063859,H24+H29
N064859,H24+H29
N065859,H24+H29
N066859,H24+H29
N068858,H24+H29
N068859,H24+H29
N069858,H24+H29
N069859,H29
N0785,H24+H29
N070858,H24+H29
N070859,H29
N071858,H24+H29
N071859,H24+H29
N072859,H24+H29
N073859,H24+H29
N076851,H24+H29
N076852,H24+H29
N076853,H24+H29
N076854,H24+H29
N076855,H24+H29
N076856,H24+H29
N077850,H24+H29
N077851,H24+H29
N077852,H29
N077853,H29
N077854,H29
N077855,H29
N077856,H24+H29
N077857,H24+H29
N077858,H24+H29
N077859,H24+H29
N078851,H24+H29
N078852,H24+H29
N078853,H29
N078854,H29
N078855,H29
N078856,H29
N078857,H29
N078858,H29
N078859,H24+H29
N079852,H24+H29
N079853,H24+H29
N079854,H24+H29
N079855,H29
N079856,H29
N079857,H29
N079858,H29
N079859,H29
N08T,H24+H29
N0686,H24+H29
N060860,H29
N060861,H29
N060862,H29
N060863,H29
N060864,H29
N060865,H29
N060866,H29
N060867,H29
N060868,H29
N060869,H29
N061860,H29
N061861,H29
N061862,H29
N061863,H29
N061864,H29
N061865,H29
N061866,H29
N061867,H29
N061868,H29
N061869,H29
N062860,H29
N062861,H29
N062862,H29
N062863,H29
N062864,H29
N062865,H29
N062866,H29
N062867,H29
N062868,H29
N062869,H29
N063860,H29
N063861,H29
N063862,H29
N063863,H29
N063864,H29
N063865,H29
N063866,H29
N063867,H29
N063868,H29
N063869,H29
N064860,H29
N064861,H29
N064862,H29
N064863,H29
N064864,H29
N064865,H29
N064866,H29
N064867,H29
N064868,H29
N064869,H29
N065860,H29
N065861,H29
N065862,H29
N065863,H29
N065864,H29
N065865,H29
N065866,H29
N065867,H29
N065868,H29
N065869,H29
N066860,H24+H29
N066861,H29
N066862,H29
N066863,H29
N066864,H29
N066865,H29
N066866,H29
N066867,H29
N066868,H29
N066869,H29
N067860,H24+H29
N067861,H29
N067862,H29
N067863,H29
N067864,H29
N067865,H29
N067866,H29
N067867,H29
N067868,H29
N067869,H29
N068860,H24+H29
N068861,H29
N068862,H29
N068863,H29
N068864,H29
N068865,H29
N068866,H29
N068867,H29
N068868,H29
N068869,H29
N069860,H29
N069861,H29
N069862,H29
N069863,H29
N069864,H29
N069865,H29
N069866,H29
N069867,H29
N069868,H29
N069869,H29
N0687,H29
N0786,H24+H29
N070860,H29
N070861,H29
N070862,H29
N070863,H29
N070864,H29
N070865,H29
N070866,H29
N070867,H29
N070868,H29
N070869,H29
N071860,H29
N071861,H29
N071862,H29
N071863,H29
N071864,H29
N071865,H29
N071866,H29
N071867,H29
N071868,H29
N071869,H29
N072860,H29
N072861,H29
N072862,H29
N072863,H29
N072864,H29
N072865,H29
N072866,H29
N072867,H29
N072868,H29
N072869,H29
N073860,H24+H29
N073861,H24+H29
N073862,H29
N073863,H29
N073864,H29
N073865,H29
N073866,H29
N073867,H29
N073868,H29
N073869,H29
N074861,H24+H29
N074862,H24+H29
N074863,H29
N074864,H29
N074865,H29
N074866,H29
N074867,H29
N074868,H29
N074869,H29
N075862,H24+H29
N075863,H24+H29
N075864,H24+H29
N075865,H24+H29
N075866,H29
N075867,H29
N075868,H29
N075869,H29
N076865,H24+H29
N076866,H24+H29
N076867,H29
N076868,H29
N076869,H29
N077865,H24+H29
N077866,H24+H29
N077867,H29
N077868,H29
N077869,H29
N078860,H24+H29
N078861,H24+H29
N078862,H24+H29
N078863,H24+H29
N078864,H24+H29
N078865,H24+H29
N078866,H29
N078867,H29
N078868,H29
N078869,H29
N079860,H29
N079861,H29
N079862,H29
N079863,H29
N079864,H29
N079865,H29
N079866,H29
N079867,H29
N079868,H29
N079869,H29
N0787,H29
N08U,H29
N08X,H24+H29
N0884,H24+H29
N081843,H24+H29
N082842,H24+H29
N082843,H24+H29
N082844,H24+H29
N082845,H24+H29
N082846,H24+H29
N083841,H24+H29
N083842,H24+H29
N083843,H29
N083844,H29
N083845,H29
N083846,H24+H29
N083847,H24+H29
N084841,H24+H29
N084842,H29
N084843,H29
N084844,H29
N084845,H29
N084846,H29
N084847,H24+H29
N084848,H24+H29
N085841,H24+H29
N085842,H29
N085843,H29
N085844,H29
N085845,H29
N085846,H29
N085847,H29
N085848,H24+H29
N085849,H24+H29
N086840,H24+H29
N086841,H24+H29
N086842,H29
N086843,H29
N086844,H29
N086845,H29
N086846,H29
N086847,H29
N086848,H29
N086849,H29
N087840,H24+H29
N087841,H24+H29
N087842,H29
N087843,H29
N087844,H29
N087845,H29
N087846,H29
N087847,H29
N087848,H29
N087849,H29
N088841,H24+H29
N088842,H24+H29
N088843,H29
N088844,H29
N088845,H29
N088846,H29
N088847,H29
N088848,H29
N088849,H29
N089842,H24+H29
N089843,H29
N089844,H29
N089845,H29
N089846,H29
N089847,H29
N089848,H29
N089849,H29
N0885,H24+H29
N080853,H24+H29
N080854,H24+H29
N080855,H29
N080856,H29
N080857,H29
N080858,H29
N080859,H29
N081852,H24+H29
N081853,H24+H29
N081854,H29
N081855,H29
N081856,H29
N081857,H29
N081858,H29
N081859,H29
N082850,H24+H29
N082851,H24+H29
N082852,H24+H29
N082853,H29
N082854,H29
N082855,H29
N082856,H29
N082857,H29
N082858,H29
N082859,H29
N083851,H24+H29
N083852,H24+H29
N083853,H29
N083854,H29
N083855,H29
N083856,H29
N083857,H29
N083858,H29
N083859,H29
N084852,H24+H29
N084853,H24+H29
N084854,H29
N084855,H29
N084856,H29
N084857,H29
N084858,H29
N084859,H29
N085850,H24+H29
N085851,H24+H29
N085852,H24+H29
N085853,H24+H29
N085854,H29
N085855,H29
N085856,H29
N085857,H29
N085858,H29
N085859,H29
N086850,H29
N086851,H29
N086852,H29
N086853,H29
N086854,H29
N086855,H29
N086856,H29
N086857,H29
N086858,H29
N086859,H29
N087850,H29
N087851,H29
N087852,H29
N087853,H29
N087854,H29
N087855,H29
N087856,H29
N087857,H29
N087858,H29
N087859,H29
N088850,H29
N088851,H29
N088852,H29
N088853,H29
N088854,H29
N088855,H29
N088856,H29
N088857,H29
N088858,H29
N088859,H29
N089850,H29
N089851,H29
N089852,H29
N089853,H29
N089854,H29
N089855,H29
N089856,H29
N089857,H29
N089858,H29
N089859,H29
N0984,H24+H29
N090842,H24+H29
N090843,H24+H29
N090844,H24+H29
N090845,H24+H29
N090846,H29
N090847,H29
N090848,H29
N090849,H29
N091845,H24+H29
N091846,H24+H29
N091847,H24+H29
N091848,H24+H29
N091849,H24+H29
N092847,H24+H29
N092848,H24+H29
N0985,H24+H29
N090850,H29
N090851,H29
N090852,H24+H29
N090853,H24+H29
N090854,H29
N090855,H29
N090856,H24+H29
N090857,H24+H29
N090858,H24+H29
N090859,H24+H29
N091850,H24+H29
N091851,H24+H29
N091852,H24+H29
N091853,H24+H29
N091854,H24+H29
N091855,H24+H29
N091856,H24+H29
N08Y,H24+H29
N0886,H29
N0887,H29
N0986,H24+H29
N090860,H24+H29
N090861,H24+H29
N090862,H24+H29
N090863,H24+H29
N090864,H24+H29
N090865,H29
N090866,H29
N090867,H29
N090868,H29
N090869,H29
N091864,H24+H29
N091865,H24+H29
N091866,H24+H29
N091867,H29
N091868,H29
N091869,H29
N092866,H24+H29
N092867,H24+H29
N092868,H29
N092869,H29
N093867,H24+H29
N093868,H24+H29
N093869,H29
N094868,H24+H29
N094869,H29
N095868,H24+H29
N095869,H29
N096867,H24+H29
N096868,H24+H29
N096869,H29
N097865,H24+H29
N097866,H24+H29
N097867,H24+H29
N097868,H29
N097869,H29
N098862,H24+H29
N098863,H24+H29
N098864,H24+H29
N098865,H24+H29
N098866,H29
N098867,H29
N098868,H29
N098869,H29
N099860,H24+H29
N099861,H24+H29
N099862,H24+H29
N099863,H29
N099864,H29
N099865,H29
N099866,H29
N099867,H29
N099868,H29
N099869,H29
N0987,H29
N08Z,H29
N09,H25+H29
N09SW,H25+H29
N09NW,H25+H29
N09SE,H29
N09NE,H29
N09A,H25+H29
N0190,H25+H29
N013909,H25+H29
N014908,H25+H29
N014909,H25+H29
N015906,H25+H29
N015907,H25+H29
N015908,H25+H29
N015909,H29
N016906,H25+H29
N016907,H25+H29
N016908,H29
N016909,H29
N017907,H25+H29
N017908,H29
N017909,H29
N018907,H25+H29
N018908,H29
N018909,H29
N019907,H25+H29
N019908,H29
N019909,H29
N0191,H25+H29
N012911,H25+H29
N012912,H25+H29
N013910,H25+H29
N013911,H25+H29
N013912,H25+H29
N013913,H25+H29
N013914,H25+H29
N014910,H29
N014911,H29
N014912,H29
N014913,H29
N014914,H25+H29
N014915,H25+H29
N014916,H25+H29
N014917,H25+H29
N015910,H29
N015911,H29
N015912,H29
N015913,H29
N015914,H29
N015915,H29
N015916,H29
N015917,H25+H29
N015918,H25+H29
N015919,H25+H29
N016910,H29
N016911,H29
N016912,H29
N016913,H29
N016914,H29
N016915,H29
N016916,H29
N016917,H29
N016918,H29
N016919,H29
N017910,H29
N017911,H29
N017912,H29
N017913,H29
N017914,H29
N017915,H29
N017916,H29
N017917,H29
N017918,H29
N017919,H29
N018910,H29
N018911,H29
N018912,H29
N018913,H29
N018914,H29
N018915,H29
N018916,H29
N018917,H29
N018918,H29
N018919,H29
N019910,H29
N019911,H29
N019912,H29
N019913,H29
N019914,H29
N019915,H29
N019916,H29
N019917,H29
N019918,H29
N019919,H29
N09B,H25+H29
N0093,H25+H29
N008939,H25+H29
N009938,H25+H29
N009939,H25+H29
N0192,H25+H29
N012926,H25+H29
N012927,H25+H29
N012928,H25+H29
N012929,H25+H29
N013923,H25+H29
N013924,H25+H29
N013925,H25+H29
N013926,H25+H29
N013927,H29
N013928,H29
N013929,H25+H29
N014920,H25+H29
N014921,H25+H29
N014922,H25+H29
N014923,H25+H29
N014924,H29
N014925,H29
N014926,H29
N014927,H29
N014928,H29
N014929,H29
N015920,H25+H29
N015921,H29
N015922,H29
N015923,H29
N015924,H29
N015925,H29
N015926,H29
N015927,H29
N015928,H29
N015929,H29
N016920,H29
N016921,H29
N016922,H29
N016923,H29
N016924,H29
N016925,H29
N016926,H29
N016927,H29
N016928,H29
N016929,H29
N017920,H29
N017921,H29
N017922,H29
N017923,H29
N017924,H29
N017925,H29
N017926,H29
N017927,H29
N017928,H29
N017929,H29
N018920,H29
N018921,H29
N018922,H29
N018923,H29
N018924,H29
N018925,H29
N018926,H29
N018927,H29
N018928,H29
N018929,H29
N019920,H29
N019921,H29
N019922,H29
N019923,H29
N019924,H29
N019925,H29
N019926,H29
N019927,H29
N019928,H29
N019929,H29
N0193,H25+H29
N010938,H25+H29
N010939,H29
N011936,H25+H29
N011937,H25+H29
N011938,H25+H29
N011939,H29
N012935,H25+H29
N012936,H25+H29
N012937,H29
N012938,H29
N012939,H29
N013930,H25+H29
N013934,H25+H29
N013935,H25+H29
N013936,H29
N013937,H29
N013938,H29
N013939,H29
N014930,H25+H29
N014931,H25+H29
N014932,H25+H29
N014933,H25+H29
N014934,H25+H29
N014935,H29
N014936,H29
N014937,H29
N014938,H29
N014939,H29
N015930,H29
N015931,H25+H29
N015932,H25+H29
N015933,H29
N015934,H29
N015935,H29
N015936,H29
N015937,H29
N015938,H29
N015939,H29
N016930,H29
N016931,H29
N016932,H29
N016933,H29
N016934,H29
N016935,H29
N016936,H29
N016937,H29
N016938,H29
N016939,H29
N017930,H29
N017931,H29
N017932,H29
N017933,H29
N017934,H29
N017935,H29
N017936,H29
N017937,H29
N017938,H29
N017939,H29
N018930,H29
N018931,H29
N018932,H29
N018933,H29
N018934,H29
N018935,H29
N018936,H29
N018937,H29
N018938,H29
N018939,H29
N019930,H29
N019931,H29
N019932,H29
N019933,H29
N019934,H29
N019935,H29
N019936,H29
N019937,H29
N019938,H29
N019939,H29
N09C,H25+H29
N0094,H25+H29
N004948,H25+H29
N004949,H25+H29
N005946,H25+H29
N005947,H25+H29
N005948,H25+H29
N005949,H29
N006945,H25+H29
N006946,H25+H29
N006947,H29
N006948,H29
N006949,H29
N007940,H25+H29
N007941,H25+H29
N007942,H25+H29
N007945,H25+H29
N007946,H29
N007947,H29
N007948,H29
N007949,H29
N008940,H25+H29
N008941,H29
N008942,H25+H29
N008943,H25+H29
N008944,H25+H29
N008945,H25+H29
N008946,H29
N008947,H29
N008948,H29
N008949,H29
N009940,H29
N009941,H29
N009942,H29
N009943,H29
N009944,H29
N009945,H29
N009946,H29
N009947,H29
N009948,H29
N009949,H29
N0095,H25+H29
N004950,H25+H29
N004951,H25+H29
N005950,H29
N005951,H25+H29
N005952,H25+H29
N005953,H25+H29
N005954,H25+H29
N005955,H25+H29
N005956,H25+H29
N006950,H29
N006951,H29
N006952,H29
N006953,H29
N006954,H29
N006955,H29
N006956,H25+H29
N006957,H25+H29
N006958,H25+H29
N006959,H25+H29
N007950,H29
N007951,H29
N007952,H29
N007953,H29
N007954,H29
N007955,H29
N007956,H29
N007957,H29
N007958,H29
N007959,H25+H29
N008950,H29
N008951,H29
N008952,H29
N008953,H29
N008954,H29
N008955,H29
N008956,H29
N008957,H29
N008958,H29
N008959,H29
N009950,H29
N009951,H29
N009952,H29
N009953,H29
N009954,H29
N009955,H29
N009956,H29
N009957,H29
N009958,H29
N009959,H29
N0194,H29
N0195,H29
N09D,H25+H29
N0096,H25+H29
N000967,H25+H29
N000968,H25+H29
N000969,H25+H29
N001969,H25+H29
N002969,H25+H29
N003969,H25+H29
N004966,H25+H29
N004967,H25+H29
N004968,H25+H29
N004969,H25+H29
N005964,H25+H29
N005965,H25+H29
N005966,H25+H29
N005967,H29
N005968,H29
N005969,H29
N006963,H25+H29
N006964,H25+H29
N006965,H29
N006966,H29
N006967,H29
N006968,H29
N006969,H29
N007960,H25+H29
N007961,H25+H29
N007962,H25+H29
N007963,H25+H29
N007964,H29
N007965,H29
N007966,H29
N007967,H29
N007968,H29
N007969,H29
N008960,H29
N008961,H29
N008962,H29
N008963,H29
N008964,H29
N008965,H29
N008966,H29
N008967,H29
N008968,H29
N008969,H29
N009960,H29
N009961,H29
N009962,H29
N009963,H29
N009964,H29
N009965,H29
N009966,H29
N009967,H29
N009968,H29
N009969,H29
N0097,H29
N0196,H29
N0197,H29
N09E,H29
N09F,H25+H29
N0290,H25+H29
N020907,H25+H29
N020908,H29
N020909,H29
N021907,H25+H29
N021908,H29
N021909,H29
N022907,H25+H29
N022908,H29
N022909,H29
N023907,H25+H29
N023908,H29
N023909,H29
N024906,H25+H29
N024907,H25+H29
N024908,H29
N024909,H29
N025906,H25+H29
N025907,H29
N025908,H29
N025909,H29
N026906,H25+H29
N026907,H29
N026908,H29
N026909,H29
N027905,H25+H29
N027906,H25+H29
N027907,H29
N027908,H29
N027909,H29
N028904,H25+H29
N028905,H25+H29
N028906,H29
N028907,H29
N028908,H29
N028909,H29
N029902,H25+H29
N029903,H25+H29
N029904,H25+H29
N029905,H29
N029906,H29
N029907,H29
N029908,H29
N029909,H29
N0291,H29
N0390,H25+H29
N030900,H25+H29
N030901,H25+H29
N030902,H25+H29
N030903,H29
N030904,H29
N030905,H29
N030906,H29
N030907,H29
N030908,H29
N030909,H29
N031900,H29
N031901,H29
N031902,H29
N031903,H29
N031904,H29
N031905,H29
N031906,H29
N031907,H29
N031908,H29
N031909,H29
N032900,H29
N032901,H29
N032902,H29
N032903,H29
N032904,H29
N032905,H29
N032906,H29
N032907,H29
N032908,H29
N032909,H29
N033900,H29
N033901,H29
N033902,H29
N033903,H29
N033904,H29
N033905,H29
N033906,H29
N033907,H29
N033908,H29
N033909,H29
N034900,H29
N034901,H29
N034902,H29
N034903,H29
N034904,H29
N034905,H29
N034906,H29
N034907,H29
N034908,H29
N034909,H29
N035900,H29
N035901,H29
N035902,H29
N035903,H29
N035904,H29
N035905,H29
N035906,H29
N035907,H29
N035908,H29
N035909,H29
N036900,H29
N036901,H29
N036902,H29
N036903,H29
N036904,H29
N036905,H29
N036906,H29
N036907,H29
N036908,H29
N036909,H29
N037900,H29
N037901,H29
N037902,H29
N037903,H29
N037904,H29
N037905,H29
N037906,H29
N037907,H29
N037908,H29
N037909,H29
N038900,H29
N038901,H29
N038902,H29
N038903,H29
N038904,H29
N038905,H29
N038906,H29
N038907,H29
N038908,H29
N038909,H29
N039900,H29
N039901,H29
N039902,H29
N039903,H29
N039904,H29
N039905,H29
N039906,H29
N039907,H29
N039908,H29
N039909,H29
N0391,H29
N09G,H29
N09H,H29
N09I,H29
N09J,H29
N09K,H29
N09L,H29
N09M,H29
N09N,H29
N09P,H29
N09Q,H29
N09R,H29
N09S,H29
N09T,H29
N09U,H29
N09V,H29
N09W,H29
N09X,H29
N09Y,H29
N09Z,H29
N18,H24+H29
N18SW,H24+H29
N18NW,H24+H29
N18NE,H24+H29
N18C,H24+H29
N1084,H24+H29
N105849,H24+H29
N106848,H24+H29
N106849,H24+H29
N107845,H24+H29
N107846,H24+H29
N107847,H24+H29
N107848,H24+H29
N107849,H29
N108845,H24+H29
N108846,H29
N108847,H29
N108848,H29
N108849,H29
N109845,H24+H29
N109846,H24+H29
N109847,H29
N109848,H29
N109849,H29
N1085,H24+H29
N100856,H24+H29
N100857,H24+H29
N100858,H24+H29
N100859,H24+H29
N101854,H24+H29
N101855,H24+H29
N101856,H24+H29
N101857,H29
N101858,H29
N101859,H29
N102853,H24+H29
N102854,H24+H29
N102855,H29
N102856,H29
N102857,H29
N102858,H29
N102859,H29
N103852,H24+H29
N103853,H24+H29
N103854,H29
N103855,H29
N103856,H29
N103857,H29
N103858,H29
N103859,H29
N104850,H24+H29
N104851,H24+H29
N104852,H24+H29
N104853,H29
N104854,H29
N104855,H29
N104856,H29
N104857,H29
N104858,H29
N104859,H29
N105850,H24+H29
N105851,H29
N105852,H29
N105853,H29
N105854,H29
N105855,H29
N105856,H29
N105857,H29
N105858,H29
N105859,H29
N106850,H29
N106851,H29
N106852,H29
N106853,H29
N106854,H29
N106855,H29
N106856,H29
N106857,H29
N106858,H29
N106859,H29
N107850,H29
N107851,H29
N107852,H29
N107853,H29
N107854,H29
N107855,H29
N107856,H29
N107857,H29
N107858,H29
N107859,H29
N108850,H29
N108851,H29
N108852,H29
N108853,H29
N108854,H29
N108855,H29
N108856,H29
N108857,H29
N108858,H29
N108859,H29
N109850,H29
N109851,H29
N109852,H29
N109853,H29
N109854,H29
N109855,H29
N109856,H29
N109857,H29
N109858,H29
N109859,H29
N1184,H24+H29
N110846,H24+H29
N110847,H29
N110848,H29
N110849,H29
N111846,H24+H29
N111847,H29
N111848,H29
N111849,H29
N112846,H24+H29
N112847,H29
N112848,H29
N112849,H29
N113846,H24+H29
N113847,H29
N113848,H29
N113849,H29
N114846,H24+H29
N114847,H24+H29
N114848,H24+H29
N114849,H29
N115848,H24+H29
N115849,H24+H29
N1185,H24+H29
N110850,H29
N110851,H29
N110852,H29
N110853,H29
N110854,H29
N110855,H29
N110856,H29
N110857,H29
N110858,H29
N110859,H29
N111850,H29
N111851,H29
N111852,H29
N111853,H29
N111854,H29
N111855,H29
N111856,H29
N111857,H29
N111858,H29
N111859,H29
N112850,H29
N112851,H29
N112852,H29
N112853,H29
N112854,H29
N112855,H29
N112856,H29
N112857,H29
N112858,H29
N112859,H29
N113850,H29
N113851,H29
N113852,H29
N113853,H29
N113854,H29
N113855,H29
N113856,H29
N113857,H29
N113858,H29
N113859,H29
N114850,H29
N114851,H29
N114852,H29
N114853,H29
N114854,H29
N114855,H29
N114856,H29
N114857,H29
N114858,H29
N114859,H29
N115850,H24+H29
N115851,H29
N115852,H29
N115853,H29
N115854,H29
N115855,H29
N115856,H29
N115857,H29
N115858,H29
N115859,H29
N116850,H24+H29
N116851,H29
N116852,H29
N116853,H29
N116854,H29
N116855,H29
N116856,H29
N116857,H29
N116858,H29
N116859,H29
N117850,H24+H29
N117851,H24+H29
N117852,H29
N117853,H29
N117854,H29
N117855,H29
N117856,H29
N117857,H29
N117858,H29
N117859,H29
N118851,H24+H29
N118852,H24+H29
N118853,H29
N118854,H29
N118855,H29
N118856,H29
N118857,H29
N118858,H29
N118859,H29
N119852,H24+H29
N119853,H24+H29
N119854,H24+H29
N119855,H24+H29
N119856,H29
N119857,H29
N119858,H29
N119859,H29
N18D,H24+H29
N1086,H24+H29
N100860,H24+H29
N100861,H29
N100862,H29
N100863,H29
N100864,H29
N100865,H29
N100866,H29
N100867,H29
N100868,H29
N100869,H29
N101860,H29
N101861,H29
N101862,H29
N101863,H29
N101864,H29
N101865,H29
N101866,H29
N101867,H29
N101868,H29
N101869,H29
N102860,H29
N102861,H29
N102862,H29
N102863,H29
N102864,H29
N102865,H29
N102866,H29
N102867,H29
N102868,H29
N102869,H29
N103860,H29
N103861,H29
N103862,H29
N103863,H29
N103864,H29
N103865,H29
N103866,H29
N103867,H29
N103868,H29
N103869,H29
N104860,H29
N104861,H29
N104862,H29
N104863,H29
N104864,H29
N104865,H29
N104866,H29
N104867,H29
N104868,H29
N104869,H29
N105860,H29
N105861,H29
N105862,H29
N105863,H29
N105864,H29
N105865,H29
N105866,H29
N105867,H29
N105868,H29
N105869,H29
N106860,H29
N106861,H29
N106862,H29
N106863,H29
N106864,H29
N106865,H29
N106866,H29
N106867,H29
N106868,H29
N106869,H29
N107860,H29
N107861,H29
N107862,H29
N107863,H29
N107864,H29
N107865,H29
N107866,H29
N107867,H29
N107868,H29
N107869,H29
N108860,H29
N108861,H29
N108862,H29
N108863,H29
N108864,H29
N108865,H29
N108866,H29
N108867,H29
N108868,H29
N108869,H29
N109860,H29
N109861,H29
N109862,H29
N109863,H29
N109864,H29
N109865,H29
N109866,H29
N109867,H29
N109868,H29
N109869,H29
